1	2288.99042584546
2	2672.84497799562
3	2716.40881632243
4	2363.91236600643
5	2599.00403361166
6	2872.5631796448
7	2099.09859951883
8	2691.59044489299
9	2527.87739914098
10	1836.47131408578
11	2395.56053267481
12	2522.01495510781
13	1117.89903292307
14	2012.21538335394
15	2610.36786274829
16	3859.54761520814
17	2768.07668131092
18	2686.40786613236
19	2404.44711510776
20	3243.8498212652
21	3863.52449391211
22	4104.7957528973
23	4141.83813142646
24	4861.88253202254
25	5718.69215669064
26	5770.44853762051
27	3760.44723801311
28	6076.84895465161
29	4762.11227077438
30	4442.84524880233
31	4494.41672881588
32	4442.93096181254
33	4115.53075600426
34	4231.89057570696
35	3654.70035493129
36	4017.08853662074
37	2616.9899144447
38	2861.91257262385
39	3303.66145064515
40	2497.41126580713
41	1879.09119361711
42	2821.52076609243
43	2188.46337855858
44	1711.45341928101
45	986.135923852475
46	1641.78211424934
47	1585.64715220233
48	1353.35638391954
49	1530.94686180951
50	1507.88406339288
51	591.513145472391
52	446.660158007461
53	1896.24557650344
54	1808.44553221227
55	1014.8377424964
56	1443.98171502828
57	423.19954698261
58	955.996676423396
59	604.677912530635
60	1172.350883014
61	211.651468968781
62	207.19898941744
63	386.304598716576
64	443.093708413463
65	682.140790670748
66	903.401827769115
67	631.987975793896
68	704.747023930277
69	522.631317344126
70	634.667335779694
71	665.93454780275
72	435.035646921886
73	217.743679458747
74	400.862357360764
75	160.970469002611
76	901.891910392097
77	557.580306962863
78	53.7208711786443
79	574.211770771994
80	287.756685463308
81	229.831525636491
82	389.368152717188
83	96.6133981322085
84	632.911557900101
85	89.2132940783019
86	201.604003152116
87	25.4696063313337
88	147.21590604703
89	89.3605254099094
90	30.8089124503801
